Object Name,RA,DEC,Redshift z,Heliocentric Velocity,Magnitude,Associations
CGCG 160-223,194.80787,28.07636,0.026045,7808,15.1g,0
NGC 4873,194.88666,27.98362,0.019427,5824,15.1g,0
NGC 4876,194.93502,27.91245,0.022349,6700,15.1g,0
CGCG 160-109,195.53611,28.38712,0.025348,7599,15.1g,0
CGCG 160-110,195.58966,28.23077,0.018609,5579,15.1g,0
CGCG 160-115,195.71973,27.86659,0.02742,8220,15.1g,0
NGC 4943,195.93729,28.08421,0.018813,5640,15.1g,0
CGCG 160-125,196.04228,28.24795,0.019797,5935,15.1g,0
WISEA J125409.98+280532.9,193.54161,28.0925,0.02112,6332,15.2g,0
CGCG 160-023,194.08249,27.75106,0.022973,6887,15.2g,0
CGCG 160-035,194.25676,29.06263,0.025024,7502,15.2g,0
CGCG 160-048 NED01,194.45012,27.88289,0.01953,5855,15.2g,0
CGCG 160-074,194.8071,27.40256,0.018909,5669,15.2g,0
NGC 4872,194.89183,27.94694,0.02395,7180,15.2g,1
CGCG 160-114,195.67005,28.37131,0.02473,7414,15.2g,0
IC 3913,194.11868,27.29227,0.025071,7516,15.3g,0
NGC 4817,194.12421,27.94002,0.022185,6651,15.3g,0
MCG +05-31-037,194.50651,27.48963,0.025431,7624,15.3g,0
CGCG 160-058,194.53863,28.70865,0.025422,7621,15.3g,1
IC 3963,194.80628,27.77461,0.022766,6825,15.3g,0
IC 3976,194.87248,27.85019,0.022642,6788,15.3g,2
IC 4026,195.09227,28.04701,0.027269,8175,15.3g,0
CGCG 160-089,195.18429,28.33727,0.026405,7916,15.3g,0
CGCG 160-261,195.2469,27.89982,0.02301,6898,15.3g,0
WISEA J125609.86+275039.3,194.04109,27.84425,0.025254,7571,15.4g,0
WISEA J125634.19+273220.2,194.14246,27.53896,0.02373,7114,15.4g,0
CGCG 160-031,194.20696,27.09392,0.023152,6941,15.4g,0
CGCG 160-052,194.51319,26.91594,0.027401,8215,15.4g,0
IC 0839,194.5627,28.12589,0.024923,7472,15.4g,0
MRK 0057,194.65537,27.17625,0.025568,7665,15.4g,1
IC 3947,194.71711,27.78507,0.018856,5653,15.4g,0
IC 3960,194.78309,27.85495,0.021925,6573,15.4g,1
2MASX J12593141+2802478,194.88091,28.04665,0.023073,6917,15.4g,0
NGC 4875,194.90795,27.90731,0.026708,8007,15.4g,0
IC 4012,195.03324,28.07873,0.02414,7237,15.4g,0
KUG 1258+279A,195.14238,27.63668,0.024964,7484,15.4g,1
IC 4041,195.17024,27.9966,0.023636,7086,15.4g,0
CGCG 160-100,195.45923,27.89357,0.025181,7549,15.4g,0
KUG 1259+280,195.50058,27.78274,0.02374,7117,15.4g,0
KUG 1259+284,195.5534,28.21483,0.027323,8191,15.4g,1
NGC 4949,196.0747,29.02957,0.022766,6825,15.4g,1
KUG 1301+290,196.09457,28.81084,0.026492,7942,15.4g,1
CGCG 160-016,193.84402,28.4679,0.023416,7020,15.5g,0
WISEA J125632.06+270319.6,194.13361,27.05545,0.020449,6130,15.5g,0
CGCG 160-040,194.35764,27.5461,0.018666,5596,15.5g,0
2MFGC 10258,194.4424,27.75698,0.0205,6146,15.5g,0
WISEA J125813.79+281057.0,194.5575,28.18251,0.02395,7180,15.5g,0
NGC 4851,194.59048,28.14878,0.026275,7877,15.5g,0
CGCG 160-240,195.02292,27.80764,0.021925,6573,15.5g,1
2MASS J13000611+2758418,195.02548,27.97829,0.02546,7633,15.5g,0
IC 4021,195.06144,28.04146,0.01912,5732,15.5g,0
CGCG 160-111,195.59023,28.25599,0.022682,6800,15.5g,0
2MFGC 10196,193.63833,27.63269,0.024387,7311,15.6g,0
WISEA J125635.19+281631.6,194.14663,28.27546,0.024334,7295,15.6g,0
WISEA J125656.58+283724.1,194.23576,28.62337,0.021921,6572,15.6g,0
WISEA J125728.42+281035.1,194.36845,28.17643,0.027249,8169,15.6g,0
WISEA J125736.53+270152.8,194.40224,27.03134,0.024524,7352,15.6g,0
SDSS J125757.71+280342.4,194.49046,28.06178,0.027139,8136,15.6g,1
SSTSL2 J125757.82+280341.4,194.49078,28.0615,0.027155,8141,15.6g,0
CGCG 160-053,194.51441,27.81503,0.023773,7127,15.6g,0
MRK 0056,194.64613,27.26574,0.024537,7356,15.6g,1
WISEA J125843.23+285436.3,194.68014,28.9101,0.027842,8347,15.6g,0
CGCG 160-235,194.9423,27.85705,0.026989,8091,15.6g,0
WISEA J130006.29+274632.7,195.02622,27.77576,0.020596,6175,15.6g,0
SDSS J130018.09+275723.7,195.07541,27.95658,0.021238,6367,15.6g,2
WISEA J130234.78+275656.8,195.64495,27.94913,0.01928,5780,15.6g,0
WISEA J125520.00+275200.0,193.83335,27.86668,0.02326,6973,15.7g,0
WISEA J125710.75+272417.6,194.2948,27.4049,0.020678,6199,15.7g,0
WISEA J125747.04+290858.2,194.44602,29.1495,0.023918,7170,15.7g,0
KUG 1255+283,194.4905,28.06179,0.02714,8136,15.7g,0
WISEA J125833.13+272151.6,194.63805,27.36434,0.023286,6981,15.7g,0
2MASX J12585812+2735409,194.74213,27.59472,0.020047,6010,15.7g,0
KUG 1257+288B,194.91839,28.63219,0.017836,5347,15.7g,0
IC 4011,195.02666,28.00411,0.024243,7268,15.7g,1
NGC 4895A,195.03799,28.17039,0.022522,6752,15.7g,1
KUG 1258+278,195.14866,27.57411,0.017013,5100,15.7g,1
2MASX J13014399+2859587,195.43327,28.99958,0.021421,6422,15.7g,0
WISEA J130204.42+285340.5,195.51844,28.89461,0.027055,8111,15.7g,0
WISEA J130418.42+282805.5,196.07675,28.4682,0.025771,7726,15.7g,1
WISEA J125616.69+272645.6,194.06957,27.44601,0.021358,6403,15.8g,0
WISEA J125832.06+272722.7,194.63362,27.45633,0.02342,7021,15.8g,0
KUG 1257+288A,194.89872,28.5513,0.025349,7599,15.8g,0
WISEA J130122.78+281145.8,195.34494,28.19606,0.025361,7603,15.9b,0
WISEA J125353.94+281112.3,193.47475,28.18675,0.025634,7685,15.9g,0
2MASX J12554898+2754205,193.95418,27.90585,0.023174,6947,15.9g,0
SDSS J125736.13+272905.3,194.40057,27.48482,0.02413,7234,15.9g,1
NGC 4842B,194.4006,27.4848,0.02413,7234,15.9g,0
2MASX J12585341+2807339,194.72267,28.12603,0.023376,7008,15.9g,0
WISEA J125924.93+274419.8,194.8539,27.73884,0.020114,6030,15.9g,0
GIN 786,194.9322,27.99468,0.022249,6670,15.9g,1
MRK 0060 NED01,195.03881,27.86668,0.017732,5316,15.9g,0
WISEA J130012.86+280431.7,195.05362,28.0755,0.025031,7504,15.9g,1
KUG 1258+277,195.12182,27.51465,0.024689,7402,15.9g,0
NGC 4911A,195.22552,27.78376,0.027676,8297,15.9g,0
2MASX J13034217+2854199,195.92589,28.90554,0.022319,6691,15.9g,0
KUG 1251+284,193.4747,28.1866,0.025649,7689,16.0g,0
WISEA J125601.75+264524.3,194.0073,26.75676,0.019247,5770,16.0g,0
WISEA J125653.11+275546.2,194.22132,27.92953,0.020501,6146,16.0g,0
2MASX J12570166+2722198,194.25706,27.37208,0.023367,7005,16.0g,0
2MASX J12571778+2748388,194.32418,27.81093,0.02383,7144,16.0g,0
CGCG 160-048 NED02,194.46098,27.87951,0.023173,6947,16.0g,0
WISEA J125753.93+282959.3,194.47475,28.49983,0.024357,7302,16.0g,1
SPRC 127,194.61604,28.97412,0.023838,7146,16.0g,0
WISEA J125830.26+285131.9,194.6261,28.85887,0.02665,7989,16.0g,0
KUG 1256+287A,194.73379,28.46363,0.01972,5912,16.0g,0
WISEA J125910.31+273712.3,194.79297,27.6201,0.019143,5739,16.0g,0
GIN 763,194.83407,27.88599,0.021622,6482,16.0g,0
GIN 762,194.84425,27.89687,0.017185,5152,16.0g,0
2MASX J13014841+2736147,195.45156,27.60397,0.027452,8230,16.0g,0
UGC 08167 NOTES01,195.97863,28.18763,0.022916,6870,16.0g,0
KUG 1302+288A,196.14895,28.62774,0.022392,6713,16.0g,0
WISEA J130019.11+273313.3,195.07965,27.55371,0.01964,5888,16.1b,0
CGCG 160-251,195.14825,28.14613,0.018216,5461,16.1b,0
CGCG 160-092,195.28847,27.81834,0.019788,5932,16.1b,0
NGC 4807A,193.87757,27.54426,0.02343,7024,16.1g,0
WISEA J125756.67+270215.0,194.48613,27.03752,0.024749,7420,16.1g,0
CGCG 160-061 NED02,194.59231,28.15202,0.02227,6676,16.1g,0
KUG 1256+278A,194.61839,27.55936,0.025261,7573,16.1g,0
2MASX J12585077+2805019,194.71156,28.08396,0.020261,6074,16.1g,0
2MASX J12590459+2754389,194.76931,27.91095,0.021416,6420,16.1g,0
WISEA J125916.38+270929.6,194.81825,27.15823,0.022319,6691,16.1g,1
CGCG 160-233,194.92627,27.92473,0.023036,6906,16.1g,0
WISEA J125956.66+275548.1,194.98609,27.93005,0.025704,7706,16.1g,1
WISEA J130006.26+274107.1,195.02609,27.68531,0.025164,7544,16.1g,0
WISEA J130017.02+280350.1,195.07095,28.06392,0.020471,6137,16.1g,0
2MASX J13050256+2844204,196.26058,28.739,0.027907,8366,16.1g,0
LCSB S1791P,193.32722,28.21106,0.020518,6151,16.2g,0
WISEA J125335.55+274531.4,193.39816,27.75874,0.024951,7480,16.2g,0
WISEA J125457.75+281830.4,193.74066,28.30845,0.021048,6310,16.2g,0
2MASX J12554777+2815215,193.94906,28.25616,0.02707,8115,16.2g,0
WISEA J125716.78+273706.4,194.31994,27.61845,0.02416,7243,16.2g,0
2MASS J12583841+2732387,194.66005,27.5441,0.01991,5969,16.2g,0
GIN 768,194.73023,27.9647,0.01889,5663,16.2g,0
IC 3968,194.85622,27.97321,0.020327,6094,16.2g,0
2MASX J12594129+2830257,194.92212,28.5072,0.02748,8238,16.2g,0
2MASX J12594132+2739347,194.92219,27.6598,0.02259,6772,16.2g,0
2MASX J12594423+2757307,194.93417,27.95845,0.023033,6905,16.2g,0
WISEA J130004.38+283612.5,195.01829,28.60347,0.022742,6818,16.2g,0
2MASX J13000623+2718022,195.02605,27.30061,0.026272,7876,16.2g,0
SDSS J130012.62+274654.4,195.05261,27.78183,0.02337,7006,16.2g,1
WISEA J130235.17+272621.7,195.64657,27.43937,0.018059,5414,16.2g,0
WISEA J130553.49+280644.9,196.47288,28.11249,0.024638,7386,16.2g,0
2MASS J12553406+2750299,193.89201,27.84167,0.023339,6997,16.3g,0
2MASX J12564353+2702048,194.18132,27.03479,0.018716,5611,16.3g,0
2MASX J12570456+2746228,194.26897,27.77295,0.02516,7543,16.3g,0
KUG 1256+287B,194.84644,28.48871,0.023343,6998,16.3g,0
2MASX J12592868+2802258,194.86963,28.04054,0.018753,5622,16.3g,0
2MASX J13003351+2730146,195.14004,27.50419,0.018623,5583,16.3g,0
WISEA J130155.83+291922.0,195.48265,29.32279,0.02373,7114,16.3g,0
WISEA J130410.23+290055.6,196.04265,29.01546,0.022163,6644,16.3g,0
WISEA J125955.09+280742.0,194.97958,28.12834,0.025231,7564,16.4b,0
WISEA J130026.86+273056.1,195.11192,27.51559,0.025948,7779,16.4b,0
2MFGC 10192,193.56986,28.07658,0.022809,6838,16.4g,1
2MASX J12553572+2746015,193.89879,27.76715,0.02235,6700,16.4g,0
WISEA J125638.86+280452.2,194.16192,28.08118,0.027045,8108,16.4g,0
WISEA J125736.44+280437.3,194.40186,28.07705,0.022486,6741,16.4g,0
WISEA J125831.91+280258.5,194.63297,28.0496,0.01903,5705,16.4g,0
WISEA J125853.05+274848.2,194.72107,27.81341,0.018419,5522,16.4g,0
2MASX J12585766+2747079,194.74016,27.78541,0.023146,6939,16.4g,0
WISEA J125926.62+275954.1,194.86094,27.99839,0.022242,6668,16.4g,0
WISEA J125938.32+275913.9,194.90968,27.98721,0.022602,6776,16.4g,0
2CXO J125939.8+275716,194.91591,27.95462,0.0264,7915,16.4g,0
WISEA J125954.34+264911.8,194.97646,26.81996,0.026736,8015,16.4g,0
WISEA J130005.39+280128.0,195.0225,28.02446,0.01969,5903,16.4g,0
2MASX J13000871+2809352,195.0364,28.15985,0.024887,7461,16.4g,0
SDSS J130012.62+274654.6,195.05258,27.78183,0.023402,7016,16.4g,2
WISEA J130032.52+274558.1,195.13552,27.76616,0.022252,6671,16.4g,0
WISEA J130127.14+275957.1,195.3631,27.9992,0.025494,7643,16.4g,0
WISEA J130210.29+281130.8,195.54288,28.19191,0.01914,5738,16.4g,0
WISEA J130323.14+285151.0,195.84642,28.86417,0.02194,6577,16.4g,0
KUG 1255+275,194.57806,27.31009,0.02472,7411,16.5:,1
2MASX J12560357+2826049,194.01498,28.43477,0.022772,6827,16.5g,0
WISEA J125621.78+282913.0,194.09078,28.48695,0.02201,6598,16.5g,0
2MASX J12564777+2725158,194.199,27.42098,0.025929,7773,16.5g,0
WISEA J125744.11+290113.4,194.43383,29.02041,0.026425,7922,16.5g,0
WISEA J125831.60+274024.6,194.63168,27.67352,0.023069,6916,16.5g,0
GIN 767,194.75032,27.96747,0.027746,8318,16.5g,0
GIN 760,194.8777,27.79142,0.025911,7768,16.5g,0
WISEA J125925.33+275804.6,194.85557,27.96795,0.025704,7706,16.6b,0
WISEA J125500.88+272900.2,193.75368,27.48341,0.023215,6960,16.6g,0
2MASX J12555969+2757185,193.99899,27.95507,0.02701,8097,16.6g,0
WISEA J125746.70+280826.7,194.4446,28.14075,0.021385,6411,16.6g,0
2MASX J12582555+2807437,194.60575,28.12897,0.027362,8203,16.6g,0
2MASX J12583788+2727497,194.65768,27.46403,0.02091,6269,16.6g,0
WISEA J130010.42+273540.9,195.04344,27.59472,0.018653,5592,16.6g,1
2MASS J13005112+2802499,195.21319,28.04712,0.021161,6344,16.6g,0
WISEA J130231.95+282621.6,195.63316,28.43935,0.01997,5987,16.6g,0
2MASX J12555742+2754175,193.9894,27.90492,0.02193,6574,16.7g,0
2MASX J12580583+2822155,194.52432,28.37097,0.025436,7626,16.7g,0
WISEA J125819.18+274543.4,194.57994,27.76207,0.01814,5438,16.7g,0
WISEA J125843.91+281657.5,194.68299,28.28265,0.02545,7630,16.7g,0
WISEA J125914.98+281503.3,194.81243,28.25092,0.0248,7435,16.7g,0
WISEA J125940.28+275805.6,194.91784,27.96825,0.025271,7576,16.7g,0
WISEA J130003.00+281425.0,195.01251,28.2403,0.02569,7702,16.7g,1
WISEA J130512.50+280908.7,196.30211,28.15243,0.021728,6514,16.7g,1
WISEA J125829.58+281804.0,194.62327,28.30113,0.019694,5904,16.8b,0
WISEA J130113.63+275451.3,195.3068,27.91427,0.019513,5850,16.8b,0
WISEA J125330.28+274030.7,193.37618,27.67521,0.019835,5946,16.8g,0
WISEA J125424.74+272150.3,193.60308,27.36399,0.026105,7826,16.8g,0
2MASX J12561464+2730230,194.06087,27.50633,0.02478,7429,16.8g,0
2MASS J12574573+2725455,194.44058,27.42932,0.027809,8337,16.8g,0
WISEA J125806.06+272508.0,194.52527,27.41891,0.01922,5762,16.8g,0
WISEA J125904.15+275732.8,194.76733,27.95913,0.023456,7032,16.8g,1
WISEA J125926.15+281715.0,194.85897,28.28752,0.02668,7998,16.8g,0
2MASX J13014889+2810187,195.45357,28.17194,0.02542,7621,16.8g,0
WISEA J130231.87+275608.0,195.63281,27.93556,0.022098,6625,16.8g,0
WISEA J130319.81+283702.1,195.83255,28.61728,0.019941,5978,16.8g,0
2MASX J12551389+2742319,193.80781,27.70889,0.022262,6674,16.9g,0
WISEA J125620.48+264214.4,194.08537,26.70402,0.021968,6586,16.9g,0
2MASX J12570431+2731328,194.26813,27.52592,0.0277,8304,16.9g,0
2MASX J12571193+2706118,194.29983,27.10334,0.024519,7351,16.9g,0
2MASX J12582200+2753317,194.59166,27.89229,0.02435,7300,16.9g,0
2MASX J13011575+2852202,195.31562,28.8723,0.02378,7129,16.9g,0
WISEA J130225.64+285129.0,195.60684,28.85807,0.022355,6702,16.9g,0
2MASXi J1302355+284443,195.64806,28.74527,0.020422,6122,16.9g,0
WISEA J130344.84+283245.3,195.93686,28.54593,0.025847,7749,16.9g,0
WISEA J130438.76+285821.8,196.16154,28.97272,0.025308,7587,16.9g,0
2MASS J13005204+2818530,195.21662,28.31477,0.018688,5603,16.9R,0
KUG 1251+275,193.4395,27.24965,0.022989,6892,17.0g,0
WISEA J125647.42+271732.0,194.19761,27.29223,0.026155,7841,17.0g,0
WISEA J125721.48+270122.6,194.33952,27.02296,0.026749,8019,17.0g,0
WISEA J125743.22+273439.2,194.43012,27.57757,0.024127,7233,17.0g,0
WISEA J125747.86+274610.0,194.44943,27.76946,0.01928,5780,17.0g,0
WISEA J125801.72+275112.8,194.50717,27.85358,0.01898,5690,17.0g,0
WISEA J125805.59+290102.7,194.52331,29.01744,0.025674,7697,17.0g,0
WISEA J125908.54+284341.3,194.78561,28.72815,0.02367,7096,17.0g,0
WISEA J125918.45+273048.7,194.82691,27.51355,0.020151,6041,17.0g,0
WISEA J125936.96+274932.8,194.90403,27.82579,0.020864,6255,17.0g,0
WISEA J125950.99+274958.5,194.96247,27.83293,0.026345,7898,17.0g,0
WISEA J125954.86+274745.6,194.9786,27.79602,0.02751,8247,17.0g,0
ABELL 1656:[EF2011] 2580,195.00519,27.73179,0.0268,8034,17.0g,0
WISEA J130449.27+283940.3,196.20529,28.6612,0.026219,7860,17.0g,0
WISEA J130503.27+273213.5,196.26364,27.53708,0.021702,6506,17.0g,0
WISEA J125558.38+282426.6,193.99327,28.4074,0.020027,6004,17.1g,0
WISEA J125634.17+274114.3,194.14239,27.68732,0.02295,6880,17.1g,0
WISEA J125726.75+264138.0,194.36149,26.69391,0.024251,7270,17.1g,0
2MASX J12580680+2734365,194.52847,27.57688,0.025004,7496,17.1g,0
SDSS J125809.69+284225.3,194.54053,28.70696,0.025483,7640,17.1g,1
WISEA J125815.05+283118.5,194.56271,28.52182,0.023052,6911,17.1g,0
WISEA J125825.28+271159.8,194.60536,27.19995,0.026829,8043,17.1g,0
WISEA J125830.96+281401.0,194.62903,28.23363,0.02429,7282,17.1g,0
IC 3960A,194.79015,27.86739,0.023056,6912,17.1g,0
WISEA J125925.81+281113.1,194.85757,28.18698,0.02576,7723,17.1g,0
WISEA J125935.28+275149.1,194.89701,27.86364,0.02099,6293,17.1g,0
WISEA J125937.49+280958.0,194.90623,28.16613,0.01908,5720,17.1g,1
WISEA J125944.21+275203.6,194.93423,27.86769,0.020808,6238,17.1g,0
WISEA J125951.40+280424.2,194.96419,28.07341,0.024987,7491,17.1g,0
WISEA J130022.71+283428.1,195.09465,28.57449,0.02159,6473,17.1g,0
WISEA J130025.18+273308.0,195.10493,27.55222,0.024237,7266,17.1g,0
WISEA J130043.86+282458.8,195.18279,28.41635,0.020986,6291,17.1g,0
SDSS J130130.86+283323.9,195.37862,28.55667,0.022894,6863,17.1g,2
2MASXi J1302382+283006,195.65897,28.5019,0.019295,5784,17.1g,0
WISEA J130330.03+281628.8,195.87515,28.27469,0.02139,6413,17.1g,0
WISEA J125640.93+272652.0,194.17057,27.44778,0.024469,7336,17.1r,0
WISEA J125422.73+274440.1,193.59471,27.74448,0.023774,7127,17.2g,0
WISEA J125441.88+280245.5,193.6745,28.04598,0.025588,7671,17.2g,0
WISEA J125556.30+273635.3,193.98459,27.60982,0.022758,6823,17.2g,0
WISEA J125603.96+270901.5,194.01652,27.15044,0.0245,7345,17.2g,0
WISEA J125635.92+274307.8,194.1497,27.71884,0.022422,6722,17.2g,0
WISEA J125727.47+282622.9,194.36446,28.43971,0.025936,7775,17.2g,0
WISEA J125750.21+281013.5,194.45922,28.17044,0.023077,6918,17.2g,0
WISEA J125800.75+272714.3,194.50315,27.45398,0.025614,7679,17.2g,0
WISEA J125806.84+290204.3,194.52851,29.03454,0.02424,7267,17.2g,0
WISEA J125815.56+270513.9,194.56487,27.08721,0.025788,7731,17.2g,0
WISEA J125823.70+281944.0,194.59877,28.32891,0.027299,8184,17.2g,0
WISEA J125838.94+275714.0,194.66227,27.95389,0.01999,5993,17.2g,0
WISEA J125840.71+274936.7,194.66965,27.82686,0.020574,6168,17.2g,0
WISEA J125854.62+274744.0,194.72759,27.79558,0.02158,6470,17.2g,0
WISEA J125918.55+273536.9,194.82731,27.59359,0.017416,5221,17.2g,0
WISEA J125949.24+265828.2,194.9552,26.97451,0.02348,7039,17.2g,0
WISEA J125957.62+280354.3,194.99008,28.06511,0.01948,5840,17.2g,0
WISEA J130001.83+282605.2,195.00764,28.4348,0.026973,8086,17.2g,1
WISEA J130027.67+273730.7,195.1153,27.6252,0.01959,5873,17.2g,0
SDSS J130031.20+285701.9,195.13003,28.95054,0.023273,6977,17.2g,1
WISEA J130126.69+282609.3,195.36123,28.43594,0.019262,5775,17.2g,0
WISEA J130143.32+291042.2,195.43052,29.1784,0.02345,7030,17.2g,0
ABELL 1656:[EF2011] 5312,194.65849,28.31604,0.0228,6835,17.2J,0
GIN 766,194.7673,27.95914,0.02346,7033,17.3b,0
WISEA J130109.43+280159.1,195.28932,28.0331,0.02343,7024,17.3b,0
WISEA J125355.38+282337.9,193.48077,28.39385,0.024683,7400,17.3g,0
WISEA J125544.27+284517.4,193.93439,28.75487,0.02744,8226,17.3g,0
WISEA J125623.75+271401.9,194.09897,27.23387,0.020187,6052,17.3g,0
WISEA J125803.52+274056.7,194.51468,27.68244,0.024129,7234,17.3g,0
WISEA J125818.23+275054.6,194.576,27.84852,0.02528,7579,17.3g,0
WISEA J125819.38+284155.2,194.58078,28.69868,0.019303,5787,17.3g,0
WISEA J125904.78+280301.2,194.76996,28.05035,0.026892,8062,17.3g,0
SDSS J125922.10+264749.5,194.8421,26.7971,0.021508,6448,17.3g,0
WISEA J125925.34+275603.9,194.85559,27.93443,0.025311,7588,17.3g,1
WISEA J125951.75+280554.5,194.96564,28.09848,0.02551,7648,17.3g,0
WISEA J130029.35+282720.8,195.12232,28.45578,0.024117,7230,17.3g,0
WISEA J130051.10+274434.5,195.21295,27.74294,0.02713,8133,17.3g,1
WISEA J130259.44+281631.2,195.7477,28.27534,0.02391,7168,17.3g,0
2MASS J13051543+2837352,196.3145,28.62645,0.021999,6595,17.3g,0
NSA 103939,194.34552,27.49299,0.02747,8235,17.3r,1
WISEA J130001.44+274353.0,195.00604,27.73141,0.026912,8068,17.3V,0
WISEA J125602.73+280252.8,194.01139,28.04802,0.02468,7399,17.4g,0
WISEA J125638.39+280622.4,194.15998,28.10624,0.0216,6476,17.4g,0
WISEA J125642.37+273253.7,194.17658,27.54827,0.02538,7609,17.4g,0
WISEA J125719.60+273649.7,194.33168,27.61381,0.025895,7763,17.4g,0
SDSS J125722.92+272934.6,194.34551,27.49296,0.027482,8239,17.4g,0
WISEA J125722.96+265916.6,194.34569,26.98796,0.02784,8346,17.4g,0
WISEA J125725.06+282945.6,194.35444,28.496,0.02395,7180,17.4g,0
WISEA J125820.53+272545.7,194.58554,27.42938,0.025161,7543,17.4g,0
WISEA J125838.69+270047.6,194.66122,27.01324,0.0234,7015,17.4g,0
WISEA J125904.63+265729.4,194.76933,26.95818,0.027039,8106,17.4g,0
WISEA J125920.19+280427.3,194.83414,28.07426,0.02389,7162,17.4g,0
WISEA J130004.58+270156.7,195.0191,27.03244,0.02321,6958,17.4g,0
WISEA J130354.38+281838.9,195.97667,28.31062,0.026749,8019,17.4g,0
WISEA J130553.14+274744.7,196.47143,27.79575,0.02602,7801,17.4g,0
MAPS-NGP O_323_1033883,194.62754,27.56428,0.024375,7307,17.4i,0
SDSS J130001.03+280454.7,195.00428,28.08209,0.025991,7792,17.4i,0
2MASX J13002236+2737245,195.09336,27.62348,0.025356,7602,17.5b,0
WISEA J125528.17+275658.9,193.8674,27.9497,0.02079,6233,17.5g,0
WISEA J125640.36+281303.4,194.16817,28.21762,0.027729,8313,17.5g,1
WISEA J125702.58+273924.1,194.26079,27.6567,0.02266,6793,17.5g,0
WISEA J125736.27+281400.2,194.40113,28.2334,0.022841,6848,17.5g,0
WISEA J125737.20+280225.5,194.40501,28.04043,0.021448,6430,17.5g,0
WISEA J125756.50+272256.0,194.48543,27.38224,0.017385,5212,17.5g,0
WISEA J125859.48+275604.0,194.74784,27.93445,0.019177,5749,17.5g,0
WISEA J125906.86+274620.6,194.77859,27.7724,0.020828,6244,17.5g,0
WISEA J125911.54+280033.3,194.79811,28.00927,0.022993,6893,17.5g,0
WISEA J125921.01+282629.1,194.83755,28.44144,0.021892,6563,17.5g,0
WISEA J130001.19+265721.9,195.00497,26.95609,0.023913,7169,17.5g,0
WISEA J130020.18+275036.5,195.08411,27.84348,0.02625,7870,17.5g,0
WISEA J130024.81+275535.8,195.1034,27.92663,0.02653,7953,17.5g,1
WISEA J130037.16+283951.0,195.15484,28.66419,0.023614,7079,17.5g,0
WISEA J130135.25+280849.2,195.3969,28.14702,0.017637,5287,17.5g,0
SDSS J130150.15+274033.5,195.45897,27.67595,0.020546,6160,17.5g,1
SDSS J125443.46+272719.4,193.68113,27.45544,0.0262,7855,17.6g,1
WISEA J125659.90+290406.5,194.24958,29.06849,0.025286,7581,17.6g,0
WISEA J125727.51+273810.6,194.36464,27.6363,0.026822,8041,17.6g,0
WISEA J125728.15+274202.8,194.3673,27.70079,0.021612,6479,17.6g,0
WISEA J125819.66+280541.3,194.58192,28.09482,0.023923,7172,17.6g,0
WISEA J125918.35+274256.6,194.82649,27.71573,0.02226,6673,17.6g,0
WISEA J130022.20+281449.7,195.09251,28.24715,0.02508,7519,17.6g,0
SDSS J130120.08+265312.3,195.33369,26.88673,0.026943,8077,17.6g,1
WISEA J130128.45+275535.6,195.36856,27.92656,0.02511,7528,17.6g,0
SDSS J130147.07+290436.0,195.44613,29.0767,0.023109,6928,17.6g,0
WISEA J130147.24+273718.4,195.44687,27.6218,0.02598,7789,17.6g,0
WISEA J130204.34+274158.3,195.51811,27.69953,0.02337,7006,17.6g,0
WISEA J130211.12+282723.9,195.54637,28.45665,0.020589,6172,17.6g,0
WISEA J130251.25+282856.9,195.71355,28.48248,0.02357,7066,17.6g,0
WISEA J130333.44+290337.4,195.88935,29.0604,0.025178,7548,17.6g,0
WISEA J130413.10+283233.2,196.05467,28.54252,0.027081,8119,17.6g,0
SDSS J125743.71+290011.5,194.43215,29.00321,0.023079,6919,17.7g,1
WISEA J125749.75+283727.4,194.4573,28.6243,0.025002,7495,17.7g,0
WISEA J125756.74+272633.5,194.48642,27.44266,0.025689,7701,17.7g,0
WISEA J125802.86+275842.2,194.51192,27.97839,0.021898,6565,17.7g,0
WISEA J125827.04+270124.6,194.6127,27.02351,0.025176,7548,17.7g,0
WISEA J125841.64+281107.7,194.67352,28.1855,0.02683,8043,17.7g,0
WISEA J125909.07+275351.1,194.78783,27.89755,0.026148,7839,17.7g,0
WISEA J130017.54+274704.0,195.07316,27.78442,0.023229,6964,17.7g,0
WISEA J130018.55+280549.7,195.07729,28.09716,0.026078,7818,17.7g,0
WISEA J130047.60+290402.0,195.19819,29.06724,0.024893,7463,17.7g,0
WISEA J130309.84+282922.6,195.79104,28.48963,0.017944,5379,17.7g,0
WISEA J130431.33+281807.0,196.13057,28.30197,0.026267,7875,17.7g,0
WISEA J125809.70+273257.8,194.54044,27.54942,0.02327,6976,17.8b,1
WISEA J125520.43+264759.3,193.83517,26.79983,0.022793,6833,17.8g,0
WISEA J125545.39+274746.8,193.93916,27.79634,0.022931,6875,17.8g,1
WISEA J125650.81+273740.2,194.21173,27.62785,0.02698,8088,17.8g,0
WISEA J125714.06+271513.4,194.30861,27.25374,0.017476,5239,17.8g,0
WISEA J125731.22+280106.4,194.38012,28.01847,0.023543,7058,17.8g,0
WISEA J125830.91+265941.0,194.62867,26.99487,0.024872,7456,17.8g,0
WISEA J125910.17+264312.9,194.79238,26.72026,0.024501,7345,17.8g,0
WISEA J125918.28+265323.6,194.82618,26.88991,0.018233,5466,17.8g,0
