

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2026-05-18T03:35:50PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
713|SDSS J125818.58+271840.3|194.57742 |  27.31119 |*|  7405| 0.024700 |SUN |22.6g|  0.000|2|0|0|1|1|0|1
714|DESI J194.5776+27.3108|194.57764 |  27.31081 |G|  7433| 0.024795 |SLS |     |  0.000|2|0|0|3|3|0|0
715|KUG 1255+275|194.57806 |  27.31009 |G|  7411| 0.024720 |SLS |16.5:|  0.000|93|2|57|43|33|3|1
716|WISEA J125819.18+274543.4|194.57994 |  27.76207 |G|  5438| 0.018140 |SLS |16.7g|  0.000|58|0|46|24|20|6|0
717|WISEA J125819.38+284155.2|194.58078 |  28.69868 |G|  5787| 0.019303 |SLS |17.3g|  0.000|30|0|64|23|15|10|0
718|ABELL 1656:[EF2011] 4153|194.58170 |  28.06514 |G| 14273| 0.047610 |PUN |23.7g|  0.000|1|0|0|1|1|0|0
719|WISEA J125819.66+280541.3|194.58192 |  28.09482 |G|  7172| 0.023923 |SLS |17.6g|  0.000|26|0|14|10|8|0|0
720|WISEA J125819.83+272943.5|194.58267 |  27.49548 |G|  8194| 0.027333 |SLS |19.88|  0.000|3|0|28|4|1|4|0
721|WISEA J125820.26+265514.0|194.58442 |  26.92057 |G|  6923| 0.023093 |SLS |18.29|  0.000|29|0|46|18|10|4|0
722|WISEA J125820.36+280045.0|194.58495 |  28.01256 |G| 15994| 0.053350 |PUN |22.1R|  0.000|2|0|22|3|1|0|0
723|WISEA J125820.49+275419.1|194.58535 |  27.90531 |G|  6284| 0.020960 |SLS |20.0g|  0.000|0|0|27|3|1|4|1
724|WISEA J125820.53+272545.7|194.58554 |  27.42938 |G|  7543| 0.025161 |SLS |17.4g|  0.000|51|0|45|29|22|2|0
725|SMDG J1258213+273833|194.58880 |  27.64237 |VisS|  6900| 0.023016 |SUN |21.1R|  0.000|7|0|0|7|1|0|0
726|NGC 4851|194.59048 |  28.14878 |G|  7877| 0.026275 |SLS |15.5g|  0.000|79|1|43|27|31|6|0
727|NGC 4850|194.59097 |  27.96777 |G|  6020| 0.020080 |SLS |15.0g|  0.000|146|2|94|37|33|11|0
728|WISEA J125821.83+273715.0|194.59137 |  27.62071 |G|  8606| 0.028706 |SLS |20.80|  0.000|5|0|28|4|1|4|0
729|2MASX J12582200+2753317|194.59166 |  27.89229 |G|  7300| 0.024350 |SLS |16.9g|  0.000|41|0|36|18|14|6|0
730|CGCG 160-061 NED02|194.59231 |  28.15202 |G|  6676| 0.022270 |SLS |16.1g|  0.000|52|0|33|19|17|4|0
731|WISEA J125822.29+275304.9|194.59290 |  27.88472 |G|  4358| 0.014538 |SLS |17.9g|  0.000|29|0|47|13|9|6|0
732|WISEA J125822.52+273157.4|194.59368 |  27.53238 |G|  4662| 0.015551 |SLS |19.78|  0.000|9|0|35|6|2|4|0
733|WISEA J125823.38+273857.5|194.59728 |  27.64954 |G|  7659| 0.025548 |SLS |20.15|  0.000|4|0|27|4|1|4|0
734|WISEA J125823.70+281944.0|194.59877 |  28.32891 |G|  8184| 0.027299 |SLS |17.2g|  0.000|24|0|48|17|10|6|0
735|WISEA J125823.99+280248.7|194.59992 |  28.04687 |G|  2084| 0.006951 |SLS?|20.52|  0.000|5|0|27|4|1|4|0
736|SDSS J125823.99+290654.5|194.60000 |  29.11513 |G|  9354| 0.031201 |SLS |19.2g|  0.000|4|0|19|4|2|4|0
737|WISEA J125824.80+270844.4|194.60344 |  27.14566 |G|  7525| 0.025100 |SLS |19.97|  0.000|2|0|33|5|1|4|0
738|WISEA J125825.28+271159.8|194.60536 |  27.19995 |G|  8043| 0.026829 |SLS |17.1g|  0.000|46|0|67|27|19|6|0
739|ABELL 1656:[EF2011] 7558|194.60550 |  28.86795 |G|  9345| 0.031170 |PUN |24.3g|  0.000|1|0|0|1|1|0|0
740|2MASX J12582555+2807437|194.60575 |  28.12897 |G|  8203| 0.027362 |SLS |16.6g|  0.000|40|0|53|20|17|6|0
741|WISEA J125825.51+280744.0|194.60633 |  28.12891 |IrS|  8204| 0.027364 |SLS |     |  0.000|1|0|18|4|2|0|0
742|SDSS J125825.80+273703.4|194.60757 |  27.61757 |G|  8519| 0.028416 |SLS |19.7g|  0.000|2|0|15|4|2|4|1
743|WISEA J125826.00+283725.3|194.60835 |  28.62373 |G| 17111| 0.057076 |SLS |20.06|  0.000|1|0|35|6|1|4|0
744|SDSS J125826.43+280455.4|194.61024 |  28.08211 |G|  5844| 0.019495 |SLS?|20.70|  0.000|4|0|15|3|1|4|0
745|WISEA J125826.82+275046.8|194.61196 |  27.84634 |G|  6998| 0.023343 |SLS |19.9r|  0.000|2|0|27|3|1|4|0
746|WISEA J125827.04+270124.6|194.61270 |  27.02351 |G|  7548| 0.025176 |SLS |17.7g|  0.000|34|0|57|17|12|4|0
747|WISEA J125827.08+274223.6|194.61287 |  27.70664 |G|  7003| 0.023360 |SLS |19.30|  0.000|22|0|19|11|7|0|0
748|WISEA J125827.59+263547.7|194.61470 |  26.59703 |G|  8097| 0.027010 |SLS |20.8g|  0.000|0|0|31|4|1|4|0
749|SMDG J1258276+270600|194.61500 |  27.10000 |G|  6900| 0.023016 |SUN |     |  0.000|4|0|0|4|1|0|0
750|SDSS J125827.68+273709.2|194.61527 |  27.61936 |G|  6525| 0.021764 |SLS?|19.4g|  0.000|1|0|15|2|1|4|1
751|SPRC 127|194.61604 |  28.97412 |G|  7146| 0.023838 |SLS |16.0g|  0.000|33|0|72|21|17|10|0
752|WISEA J125828.17+273013.0|194.61777 |  27.50331 |G|  6919| 0.023079 |SLS?|19.1r|  0.000|4|0|13|6|1|0|0
753|SDSS J125828.35+271315.2|194.61819 |  27.22087 |G|  7405| 0.024700 |SUN |19.6g|  0.000|11|0|2|6|4|0|0
754|KUG 1256+278A|194.61839 |  27.55936 |G|  7573| 0.025261 |SLS |16.1g|  0.000|66|1|39|32|27|4|0
755|ComaCC 298|194.62148 |  28.30180 |G| 14672| 0.048940 |PUN |16.6g|  0.000|4|0|19|4|1|0|0
756|DESI J194.6229+28.3012|194.62299 |  28.30122 |G|  5906| 0.019700 |SLS |     |  0.000|2|0|0|3|3|0|0
757|WISEA J125829.58+281804.0|194.62327 |  28.30113 |G|  5904| 0.019694 |SLS |16.8b|  0.000|29|0|28|11|8|2|0
758|WISEA J125830.01+282536.0|194.62512 |  28.42664 |G|  6594| 0.021996 |SLS |19.20|  0.000|3|0|12|5|1|0|0
759|CGCG 160-065|194.62588 |  28.01475 |G|  7160| 0.023884 |SLS |14.7g|  0.000|130|0|85|39|37|11|0
760|WISEA J125830.26+285131.9|194.62610 |  28.85887 |G|  7989| 0.026650 |SLS |16.0g|  0.000|32|0|69|21|17|10|0
761|SDSS J125830.34+281720.7|194.62644 |  28.28908 |G|  7659| 0.025547 |SLS?|20.1g|  0.000|3|0|15|3|1|4|0
762|WISEA J125830.44+270542.9|194.62690 |  27.09523 |G|  1901| 0.006340 |PUN |22.0r|  0.000|2|0|23|4|2|0|0
763|MAPS-NGP O_323_1033883|194.62754 |  27.56428 |G|  7307| 0.024375 |SLS |17.4i|  0.000|8|0|6|4|3|0|0
764|WISEA J125830.91+265941.0|194.62867 |  26.99487 |G|  7456| 0.024872 |SLS |17.8g|  0.000|32|0|30|18|15|0|0
765|WISEA J125830.96+281401.0|194.62903 |  28.23363 |G|  7282| 0.024290 |SLS |17.1g|  0.000|38|0|43|22|17|6|0
766|WISEA J125831.05+275343.3|194.62951 |  27.89550 |G|  6893| 0.022991 |SLS |19.37|  0.000|8|0|29|6|3|4|0
767|SDSS J125831.20+275119.7|194.63007 |  27.85546 |G|  8690| 0.028988 |SLS |19.51|  0.000|4|0|0|3|1|0|0
768|WISEA J125831.60+274024.6|194.63168 |  27.67352 |G|  6916| 0.023069 |SLS |16.5g|  0.000|59|0|62|28|25|6|0
769|SDSS J125831.66+272342.1|194.63197 |  27.39501 |G|  7566| 0.025237 |SLS |18.82|  0.000|17|0|6|8|4|0|0
770|WISEA J125831.94+271507.0|194.63293 |  27.25227 |G|  7622| 0.025425 |SLS |20.39|  0.000|5|0|30|5|3|4|0
771|WISEA J125831.91+280258.5|194.63297 |  28.04960 |G|  5705| 0.019030 |SLS |16.4g|  0.000|71|0|59|29|28|6|0
772|WISEA J125832.04+281428.1|194.63356 |  28.24121 |G|  6734| 0.022461 |SLS |19.60|  0.000|2|0|12|4|1|0|0
773|WISEA J125832.06+272722.7|194.63362 |  27.45633 |G|  7021| 0.023420 |SLS |15.8g|  0.000|59|0|57|29|23|6|0
774|WISEA J125832.32+282241.0|194.63468 |  28.37807 |G|  5883| 0.019625 |SLS |17.32|  0.000|32|0|15|20|14|0|0
775|SDSS J125832.66+263541.4|194.63610 |  26.59482 |G|  7007| 0.023372 |SLS |21.0g|  0.000|0|0|15|2|1|4|0
776|WISEA J125832.90+274315.1|194.63704 |  27.72088 |G|  6640| 0.022147 |SLS |20.32|  0.000|5|0|31|5|1|4|1
777|WISEA J125833.13+272151.6|194.63805 |  27.36434 |G|  6981| 0.023286 |SLS |15.7g|  0.000|55|0|57|27|19|6|0
778|WISEA J125833.77+275012.2|194.64074 |  27.83672 |G|  4507| 0.015034 |SLS |18.65|  0.000|32|0|46|16|10|4|0
779|WISEA J125834.04+265359.6|194.64205 |  26.89984 |G|  8100| 0.027020 |SLS |19.73|  0.000|8|0|35|6|3|4|0
780|WISEA J125834.12+282930.6|194.64238 |  28.49191 |G|  7778| 0.025944 |SLS |20.29|  0.000|2|0|27|4|1|4|0
781|SDSS J125834.38+275621.7|194.64325 |  27.93936 |G| 11392| 0.038000 |SUN |19.45|  0.000|6|0|2|2|1|0|0
782|SDSS J125834.46+263300.3|194.64359 |  26.55012 |G| 10889| 0.036323 |SLS?|22.8g|  0.000|0|0|18|3|1|4|0
783|WISEA J125834.48+280035.1|194.64376 |  28.00982 |G|  6432| 0.021456 |SLS |20.02|  0.000|8|0|29|5|3|4|0
784|WISEA J125834.69+265639.3|194.64458 |  26.94457 |G|  6683| 0.022293 |SLS?|20.29|  0.000|2|0|28|4|1|4|1
785|WISEA J125834.69+264020.7|194.64496 |  26.67183 |G|  8421| 0.028091 |SLS?|20.47|  0.000|4|0|12|6|1|0|0
786|WISEA J125835.09+273520.2|194.64611 |  27.58888 |G|  7247| 0.024175 |SLS |20.91|  0.000|4|0|14|4|1|0|0
787|MRK 0056|194.64613 |  27.26574 |G|  7356| 0.024537 |SLS |15.6g|  0.000|145|3|106|46|36|5|1
788|WISEA J125835.13+273752.8|194.64637 |  27.63145 |G|  5200| 0.017346 |SLS |19.65|  0.000|4|0|31|5|1|4|0
789|NGC 4853|194.64667 |  27.59634 |G|  7687| 0.025641 |SLS |14.1g|  0.000|191|6|124|45|43|11|0
790|DESI J194.6472+27.2646|194.64727 |  27.26470 |G|  7363| 0.024559 |SLS |     |  0.000|1|0|0|2|2|0|0
791|SDSS J125835.37+272859.7|194.64738 |  27.48325 |G|  6443| 0.021491 |SUN |19.91|  0.000|9|0|7|3|2|4|0
792|WISEA J125835.45+274630.1|194.64766 |  27.77504 |G|  5965| 0.019896 |SLS |20.27|  0.000|9|0|33|6|3|4|0
793|WISEA J125836.10+275221.9|194.65043 |  27.87292 |G|  7092| 0.023656 |SLS |18.71|  0.000|26|0|18|14|9|0|0
794|IC 3943|194.65149 |  28.11373 |G|  6803| 0.022692 |SLS |15.1g|  0.000|89|0|70|28|26|6|1
795|CGCG 160-066|194.65153 |  27.10411 |G|  7962| 0.026560 |SLS |15.0g|  0.000|65|0|63|34|27|8|0
796|WISEA J125836.76+275058.2|194.65318 |  27.84950 |G|  6163| 0.020558 |SLS |17.9g|  0.000|43|0|61|26|20|6|1
797|MRK 0057|194.65537 |  27.17625 |G|  7665| 0.025568 |SLS |15.4g|  0.000|154|3|61|40|37|8|1
798|WISEA J125837.29+271035.6|194.65538 |  27.17657 |G|  7678| 0.025612 |SLS |14.89|  0.000|11|0|19|10|6|0|1
799|WISEA J125837.36+275344.5|194.65566 |  27.89570 |G| 12588| 0.041990 |PUN |20.9g|  0.000|1|0|22|3|1|0|0
800|WISEA J125837.42+281310.2|194.65579 |  28.21950 |G|  6810| 0.022717 |SLS |18.89|  0.000|11|0|31|7|4|4|0
801|2MASX J12583788+2727497|194.65768 |  27.46403 |G|  6269| 0.020910 |SLS |16.6g|  0.000|38|0|21|15|15|2|0
802|ABELL 1656:[EF2011] 5312|194.65849 |  28.31604 |G|  6835| 0.022800 |SUN |17.2J|  0.000|1|0|0|1|1|0|0
803|WISEA J125838.15+274921.2|194.65894 |  27.82246 |G|  5339| 0.017810 |SLS |17.9g|  0.000|33|0|24|14|10|0|0
804|WISEA J125838.20+274955.5|194.65929 |  27.83214 |G|  8559| 0.028550 |SLS |20.47|  0.000|5|0|27|4|1|4|0
805|WISEA J125838.24+272851.7|194.65935 |  27.48103 |G|  6299| 0.021010 |PUN |22.4g|  0.000|1|0|22|3|1|0|0
806|2MASS J12583841+2732387|194.66005 |  27.54410 |G|  5969| 0.019910 |SLS |16.2g|  0.000|61|0|33|27|23|4|0
807|SDSS J125838.63+280750.9|194.66102 |  28.13088 |G|  8166| 0.027238 |SLS |18.1g|  0.000|0|0|15|2|1|4|0
808|WISEA J125838.69+270047.6|194.66122 |  27.01324 |G|  7015| 0.023400 |SLS |17.4g|  0.000|31|0|40|20|12|0|0
809|WISEA J125838.94+275714.0|194.66227 |  27.95389 |G|  5993| 0.019990 |SLS |17.2g|  0.000|50|0|43|24|17|2|0
810|WISEA J125839.24+292031.7|194.66324 |  29.34225 |G|  7586| 0.025304 |SLS |20.1g|  0.000|0|0|27|3|1|4|0
811|SDSS J125839.52+274652.8|194.66468 |  27.78134 |G|  8288| 0.027645 |SLS |20.81|  0.000|4|0|15|3|1|4|0
812|WISEA J125839.62+273231.3|194.66521 |  27.54193 |G|  6823| 0.022758 |SLS |19.6g|  0.000|3|0|28|4|1|4|0
813|SDSS J125839.93+264534.2|194.66605 |  26.75941 |G|  7454| 0.024864 |SLS |16.86|  0.000|44|1|17|18|13|0|0
814|SDSS J125840.04+264701.1|194.66684 |  26.78369 |G|  6365| 0.021233 |SLS |20.18|  0.000|2|0|16|3|1|4|0
815|SDSS J125840.33+283905.5|194.66805 |  28.65154 |G|  7486| 0.024969 |SLS |20.1g|  0.000|4|0|15|5|1|4|0
816|WISEA J125840.71+274936.7|194.66965 |  27.82686 |G|  6168| 0.020574 |SLS |17.2g|  0.000|52|0|49|25|16|6|0
817|WISEA J125840.92+275601.4|194.67068 |  27.93322 |G|  6265| 0.020898 |SLS?|19.5r|  0.000|2|0|27|3|1|4|0
818|WISEA J125841.26+270609.7|194.67194 |  27.10271 |G|  4656| 0.015530 |PUN |20.3g|  0.000|1|0|12|2|1|0|0
819|SDSS J125841.38+274941.6|194.67247 |  27.82825 |G|  7855| 0.026203 |SLS |20.61|  0.000|4|0|0|3|1|0|0
820|SDSS J125841.48+280243.3|194.67284 |  28.04536 |G|  5666| 0.018900 |SUN |19.8g|  0.000|8|0|17|4|3|4|0
821|WISEA J125841.59+291729.4|194.67332 |  29.29143 |G|  7665| 0.025569 |SLS |18.7g|  0.000|0|0|31|4|1|4|0
822|WISEA J125841.64+281107.7|194.67352 |  28.18550 |G|  8043| 0.026830 |SLS |17.7g|  0.000|21|0|16|13|10|0|0
823|WISEA J125842.30+275819.8|194.67628 |  27.97217 |G|  6381| 0.021286 |SLS |19.81|  0.000|8|0|29|5|3|4|0
824|SDSS J125842.47+274537.8|194.67756 |  27.76053 |G|  8713| 0.029062 |SLS |17.1g|  0.000|47|0|21|11|11|4|0
825|WISEA J125843.23+285436.3|194.68014 |  28.91010 |G|  8347| 0.027842 |SLS |15.6g|  0.000|53|2|86|26|19|10|0
826|WISEA J125843.38+285330.2|194.68078 |  28.89186 |G|  8184| 0.027298 |SLS |19.53|  0.000|2|0|32|6|1|4|0
827|WISEA J125843.49+275305.6|194.68107 |  27.88528 |G|  8124| 0.027100 |SUN |20.3g|  0.000|6|0|29|5|3|4|0
828|WISEA J125843.91+281657.5|194.68299 |  28.28265 |G|  7630| 0.025450 |SLS |16.7g|  0.000|40|0|49|22|17|6|0
829|WISEA J125844.16+280256.2|194.68403 |  28.04896 |G|  8871| 0.029590 |SLS |18.2g|  0.000|29|0|21|12|8|0|0
830|WISEA J125844.33+274251.9|194.68476 |  27.71438 |G|  7525| 0.025100 |SLS |19.5g|  0.000|9|0|29|5|3|4|0
831|WISEA J125844.40+274740.9|194.68494 |  27.79474 |G|  6169| 0.020578 |SLS |20.21|  0.000|8|0|12|5|1|0|0
832|SMDG J1258449+283912|194.68785 |  28.65311 |G|  6951| 0.023186 |SUN |     |  0.000|8|0|1|8|1|0|0
833|WISEA J125845.38+272652.3|194.68911 |  27.44787 |G|  8664| 0.028900 |PUN |18.8g|  0.000|1|0|22|3|1|0|0
834|WISEA J125845.46+275247.8|194.68942 |  27.87995 |G|  8465| 0.028236 |SLS |19.01|  0.000|27|0|20|14|8|0|0
835|WISEA J125845.54+274513.7|194.68976 |  27.75381 |G|  6637| 0.022137 |SLS |18.49|  0.000|53|0|25|28|17|0|0
836|WISEA J125845.64+284133.5|194.69009 |  28.69240 |G|  6837| 0.022805 |SLS |19.8g|  0.000|0|0|27|3|1|4|1
837|GALEXASC J125845.78+284133.6  |194.69049 |  28.69289 |G|  6853| 0.022860 |SLS |17.97|  0.000|8|0|10|6|2|0|3
838|WISEA J125845.84+283235.1|194.69103 |  28.54300 |G|  6406| 0.021368 |SLS |18.0g|  0.000|10|0|43|9|4|4|0
839|WISEA J125846.10+275139.1|194.69216 |  27.86087 |G|  8775| 0.029270 |SLS |18.2g|  0.000|28|0|23|13|9|0|0
840|WISEA J125846.54+275853.4|194.69419 |  27.98144 |G|  9398| 0.031350 |SLS?|19.8g|  0.000|5|0|27|4|1|4|1
841|Subaru-UDG 319|194.69561 |  28.17698 |G|  5486| 0.018299 |SLS |19.4r|  0.000|7|0|0|6|1|0|0
842|WISEA J125847.01+285112.3|194.69585 |  28.85338 |G| 17094| 0.057020 |SLS |19.44|  0.000|2|0|37|7|1|4|0
843|SDSS J125847.15+280722.6|194.69680 |  28.12324 |G|  7085| 0.023633 |SUN |21.2g|  0.000|8|0|16|9|1|4|0
844|NGC 4854|194.69754 |  27.67474 |G|  8382| 0.027959 |SLS |14.6g|  0.000|144|2|74|37|36|8|0
845|SDSS J125848.10+273056.5|194.70046 |  27.51570 |G|  4825| 0.016096 |SLS?|20.4r|  0.000|1|0|1|2|1|0|0
846|WISEA J125848.15+280107.7|194.70065 |  28.01882 |G|  7107| 0.023707 |SLS |18.60|  0.000|44|0|30|24|18|0|0
847|SDSS J125848.40+275750.0|194.70175 |  27.96388 |G|  7945| 0.026502 |SLS?|20.48|  0.000|7|0|9|3|1|0|0
848|SDSS J125848.60+274159.8|194.70252 |  27.69996 |G|  7042| 0.023489 |SLS |19.2g|  0.000|8|0|21|5|3|4|0
849|IC 3946|194.70287 |  27.81022 |G|  5918| 0.019740 |SLS |14.8g|  0.000|106|2|49|28|26|5|0
850|WISEA J125848.72+274837.5|194.70303 |  27.81042 |G|  5919| 0.019744 |SLS |14.8g|  0.000|15|0|27|6|7|4|0
851|WISEA J125848.74+265429.9|194.70321 |  26.90791 |G| 17394| 0.058019 |SLS |20.51|  0.000|2|0|37|6|1|4|0
852|WISEA J125848.93+283223.9|194.70389 |  28.54000 |G|  6267| 0.020904 |SLS |17.9g|  0.000|25|0|52|17|10|8|0
853|SDSS J125850.26+265332.4|194.70944 |  26.89234 |G|  8109| 0.027049 |SLS |20.6g|  0.000|1|0|16|2|1|4|0
854|WISEA J125850.26+270453.0|194.70948 |  27.08134 |G|  8133| 0.027129 |SLS |19.07|  0.000|5|0|49|9|2|4|0
855|WISEA J125850.33+280034.5|194.70950 |  28.00966 |G|  7541| 0.025155 |SLS |18.9g|  0.000|6|0|36|4|1|4|0
856|DESI J194.7113+27.3935|194.71137 |  27.39357 |G|  7664| 0.025563 |SLS |     |  0.000|1|0|0|2|2|0|0
857|SDSS J125850.76+275944.1|194.71150 |  27.99560 |G|  6700| 0.022350 |SLS |18.66|  0.000|19|0|16|8|5|0|0
858|SDSS J125850.76+275943.9|194.71152 |  27.99557 |G|  6696| 0.022335 |SLS |18.0g|  0.000|11|0|15|8|7|4|0
859|2MASX J12585077+2805019|194.71156 |  28.08396 |G|  6074| 0.020261 |SLS |16.1g|  0.000|73|1|53|21|25|7|0
860|SDSS J125850.82+280844.0|194.71177 |  28.14555 |G|  7524| 0.025098 |SLS |19.6r|  0.000|1|0|15|2|1|4|0
861|WISEA J125850.87+280025.4|194.71196 |  28.00708 |G|  7466| 0.024904 |SLS |18.3g|  0.000|33|0|45|11|8|4|0
862|WISEA J125852.11+281547.1|194.71697 |  28.26311 |G|  8377| 0.027941 |SLS |19.61|  0.000|5|0|27|4|1|4|0
863|IC 3947|194.71711 |  27.78507 |G|  5653| 0.018856 |SLS |15.4g|  0.000|129|1|66|32|30|6|0
864|WISEA J125852.92+281401.5|194.72066 |  28.23383 |G|  6088| 0.020308 |SLS |18.2g|  0.000|30|0|34|17|11|4|0
865|SDSS J125852.93+274757.2|194.72067 |  27.79935 |G|  8964| 0.029900 |SUN |20.42|  0.000|9|0|17|4|3|4|0
866|WISEA J125853.03+275309.1|194.72097 |  27.88597 |G|  6550| 0.021848 |SLS |19.47|  0.000|8|0|38|4|2|4|0
867|WISEA J125853.05+274848.2|194.72107 |  27.81341 |G|  5522| 0.018419 |SLS |16.4g|  0.000|66|0|60|25|21|6|0
868|2MASX J12585341+2807339|194.72267 |  28.12603 |G|  7008| 0.023376 |SLS |15.9g|  0.000|59|0|41|26|21|6|0
869|B2 1256+28A|194.72326 |  28.28902 |G|  7844| 0.026165 |SLS |17.43|  0.000|36|0|20|17|9|0|0
870|WISEA J125853.69+283703.0|194.72375 |  28.61741 |G| 10389| 0.034654 |SLS |20.31|  0.000|3|0|35|7|2|4|0
871|WISEA J125853.79+272319.1|194.72416 |  27.38864 |G|  7722| 0.025758 |SLS |18.98|  0.000|10|0|49|11|4|4|0
872|SDSS J125853.96+274633.5|194.72488 |  27.77602 |G| 17658| 0.058900 |SUN |19.8g|  0.000|8|0|17|3|2|4|0
873|WISEA J125854.40+283721.0|194.72642 |  28.62270 |G|  6432| 0.021455 |SLS |19.1r|  0.000|1|0|12|3|1|0|0
874|WISEA J125854.48+281322.9|194.72692 |  28.22298 |G|  7084| 0.023630 |SLS |18.2g|  0.000|25|0|29|12|9|4|0
875|WISEA J125854.62+274744.0|194.72759 |  27.79558 |G|  6470| 0.021580 |SLS |17.2g|  0.000|49|0|53|23|16|6|0
876|SMDG J1258549+273852|194.72933 |  27.64790 |VisS|  7057| 0.023540 |SUN |20.6R|  0.000|7|0|0|7|1|0|0
877|GIN 768|194.73023 |  27.96470 |G|  5663| 0.018890 |SLS |16.2g|  0.000|108|0|63|24|30|6|0
878|WISEA J125855.48+275315.1|194.73125 |  27.88743 |G|  7890| 0.026319 |SLS |19.96|  0.000|9|0|29|5|3|4|0
879|WISEA J125855.75+282113.2|194.73240 |  28.35378 |G|  6333| 0.021123 |SLS |18.7g|  0.000|8|0|29|5|3|4|0
880|IC 3949|194.73338 |  27.83333 |G|  7525| 0.025101 |SLS |14.7g|  0.000|198|8|129|52|46|10|2
881|KUG 1256+287A|194.73379 |  28.46363 |G|  5912| 0.019720 |SLS |16.0g|  0.000|43|1|56|21|14|10|0
882|SDSS J125856.14+275801.0|194.73396 |  27.96697 |G|  5702| 0.019020 |UUN |20.8r|  0.000|2|0|15|2|1|4|0
883|WISEA J125856.38+274812.4|194.73490 |  27.80357 |G|  7883| 0.026296 |SLS |18.6g|  0.000|17|0|40|7|3|4|0
884|WISEA J125856.60+274919.1|194.73586 |  27.82200 |G|  8711| 0.029056 |SLS |17.4g|  0.000|46|0|64|17|14|6|0
885|SDSS J125856.95+274719.9|194.73732 |  27.78885 |G|  6865| 0.022900 |UUN |19.6r|  0.000|6|0|15|3|1|4|0
886|WISEA J125857.27+274508.5|194.73855 |  27.75227 |G|  6902| 0.023021 |SLS |20.75|  0.000|5|0|27|4|1|4|0
887|SDSS J125857.31+280506.4|194.73874 |  28.08513 |G|  8369| 0.027917 |SLS |20.18|  0.000|4|0|0|3|1|0|0
888|SDSS J125857.34+280029.3|194.73895 |  28.00815 |G|  6287| 0.020971 |SLS |19.1g|  0.000|0|0|15|2|1|4|1
889|2MASX J12585766+2747079|194.74016 |  27.78541 |G|  6939| 0.023146 |SLS |16.4g|  0.000|85|1|51|28|22|6|0
890|SDSS J125857.78+275720.4|194.74079 |  27.95571 |G|  5906| 0.019700 |SUN |20.66|  0.000|8|0|17|4|3|4|0
891|2MASX J12585812+2735409|194.74213 |  27.59472 |G|  6010| 0.020047 |SLS |15.7g|  0.000|69|0|39|29|27|6|0
892|ABELL 1656:[EF2011] 5002|194.74319 |  28.24183 |G| 17529| 0.058470 |PUN |20.1g|  0.000|1|0|0|1|1|0|0
893|WISEA J125859.04+273558.8|194.74624 |  27.59998 |G|  6657| 0.022205 |SLS |19.7g|  0.000|4|0|27|4|1|4|0
894|WISEA J125859.14+280727.0|194.74643 |  28.12434 |G|  7832| 0.026124 |SLS |21.0g|  0.000|2|0|37|5|1|4|0
895|WISEA J125859.26+272210.2|194.74695 |  27.36947 |G| 11901| 0.039699 |SLS |19.45|  0.000|4|0|47|7|1|4|0
896|WISEA J125859.48+275604.0|194.74784 |  27.93445 |G|  5749| 0.019177 |SLS |17.5g|  0.000|52|0|55|18|11|4|0
897|WISEA J125859.46+275936.6|194.74794 |  27.99334 |G|  6184| 0.020628 |SUN |19.58|  0.000|8|0|36|3|1|4|0
898|SDSS J125859.57+270741.4|194.74802 |  27.12806 |G| 11453| 0.038204 |SLS |20.8g|  0.000|1|0|21|3|1|4|0
899|WISEA J125859.55+292458.6|194.74822 |  29.41613 |G|  7291| 0.024319 |SLS |19.64|  0.000|3|0|32|7|2|4|0
900|GIN 767|194.75032 |  27.96747 |G|  8318| 0.027746 |SLS |16.5g|  0.000|89|0|69|26|27|7|0
901|WISEA J125900.14+264818.2|194.75082 |  26.80512 |G| 11522| 0.038433 |SLS |20.44|  0.000|1|0|27|4|1|4|0
902|WISEA J125900.38+273838.3|194.75170 |  27.64399 |G|  8002| 0.026692 |SLS |18.8g|  0.000|11|0|43|8|4|4|0
903|WISEA J125900.59+272013.7|194.75251 |  27.33717 |G|  8454| 0.028198 |SLS |20.16|  0.000|3|0|28|4|1|4|0
904|SDSS J125900.75+285016.7|194.75321 |  28.83804 |G|  5451| 0.018184 |SLS |21.2g|  0.000|0|0|19|3|1|4|0
905|WISEA J125900.83+283631.4|194.75359 |  28.60859 |G|  6102| 0.020353 |SLS |18.7g|  0.000|3|0|29|5|1|4|0
906|SDSS J125900.92+275222.4|194.75384 |  27.87291 |G|  5252| 0.017520 |SLS |19.0g|  0.000|7|0|26|4|1|4|0
907|WISEA J125901.64+273212.7|194.75684 |  27.53688 |G|  8566| 0.028573 |SLS |16.6g|  0.000|23|0|53|13|6|6|0
908|SDSS J125901.71+274543.7|194.75716 |  27.76214 |G| 11392| 0.038000 |UUN |23.5g|  0.000|2|0|18|1|1|3|0
909|CGCG 160-214|194.75755 |  28.22531 |G|  8020| 0.026752 |SLS |15.0g|  0.000|93|0|72|30|27|6|0
