

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2026-05-18T03:35:50PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
1014|SDSS J125922.10+264749.5|194.84210 |  26.79710 |G|  6448| 0.021508 |SLS |17.3g|  0.000|34|0|23|24|18|4|0
1015|WISEA J125922.18+284816.3|194.84258 |  28.80465 |G| 17212| 0.057414 |SLS |18.2g|  0.000|4|0|22|7|2|0|0
1016|GIN 762|194.84425 |  27.89687 |G|  5152| 0.017185 |SLS |16.0g|  0.000|94|0|62|27|27|7|0
1017|WISEA J125922.96+274323.6|194.84562 |  27.72347 |G|  4135| 0.013792 |SLS |20.20|  0.000|8|0|27|7|3|4|0
1018|WISEA J125923.09+274852.3|194.84615 |  27.81444 |G|  5523| 0.018424 |SLS |19.8g|  0.000|5|0|27|4|1|4|1
1019|KUG 1256+287B|194.84644 |  28.48871 |G|  6998| 0.023343 |SLS |16.3g|  0.000|57|0|67|31|23|10|0
1020|WISEA J125923.18+275855.3|194.84691 |  27.98194 |G|  8874| 0.029600 |SUN |19.66|  0.000|9|0|14|5|3|0|0
1021|NGC 4869|194.84733 |  27.91161 |G|  6841| 0.022820 |SLS |14.5g|  0.000|295|5|110|36|36|14|3
1022|WISEA J125923.40+275510.1|194.84752 |  27.91950 |G|  6928| 0.023109 |SLS |18.2g|  0.000|41|0|56|19|10|4|1
1023|SSTSL2 J125923.83+275038.5|194.84930 |  27.84405 |G| 15235| 0.050820 |PUN |21.0g|  0.000|1|0|10|2|1|0|0
1024|SDSS J125923.86+274727.4|194.84938 |  27.79072 |G|  7069| 0.023580 |SLS |20.0r|  0.000|13|0|15|11|3|4|0
1025|WISEA J125924.57+273102.4|194.85241 |  27.51733 |G|  5900| 0.019681 |SLS |18.31|  0.000|33|0|52|20|13|4|0
1026|WISEA J125924.93+274419.8|194.85390 |  27.73884 |G|  6030| 0.020114 |SLS |15.9g|  0.000|90|0|61|35|32|6|0
1027|WISEA J125925.01+275948.2|194.85424 |  27.99673 |G|  5480| 0.018279 |SLS |17.8g|  0.000|59|0|49|22|17|4|0
1028|SDSS J125925.11+273829.1|194.85471 |  27.64144 |G|  9945| 0.033172 |SLS?|22.9g|  0.000|1|0|15|2|1|4|0
1029|WISEA J125925.33+275804.6|194.85557 |  27.96795 |G|  7706| 0.025704 |SLS |16.6b|  0.000|85|0|65|34|30|7|0
1030|WISEA J125925.34+275603.9|194.85559 |  27.93443 |G|  7588| 0.025311 |SLS |17.3g|  0.000|50|0|53|15|11|6|1
1031|IC 3968|194.85622 |  27.97321 |G|  6094| 0.020327 |SLS |16.2g|  0.000|82|1|60|28|28|6|0
1032|WISEA J125925.73+280453.7|194.85732 |  28.08144 |G|  7723| 0.025760 |SLS |18.9g|  0.000|8|0|38|6|3|4|0
1033|WISEA J125925.81+281113.1|194.85757 |  28.18698 |G|  7723| 0.025760 |SLS |17.1g|  0.000|51|0|46|25|20|6|0
1034|2MASS J12592590+2758286|194.85820 |  27.97468 |G|  7282| 0.024290 |SLS |18.2r|  0.000|1|0|21|3|1|4|0
1035|SDSS J125925.99+275749.6|194.85835 |  27.96376 |G|  5683| 0.018958 |SLS |20.0g|  0.000|4|0|15|3|1|4|0
1036|COMAi J125926.032+280104.00|194.85857 |  28.01784 |G|  5486| 0.018299 |UUN |21.5R|  0.000|5|0|1|2|1|0|1
1037|WISEA J125926.15+281715.0|194.85897 |  28.28752 |G|  7998| 0.026680 |SLS |16.8g|  0.000|51|0|46|24|20|6|0
1038|WISEA J125926.35+275918.1|194.85990 |  27.98843 |G|  7666| 0.025571 |UUN |19.82|  0.000|8|0|39|7|3|0|0
1039|WISEA J125926.45+275124.7|194.86024 |  27.85689 |G|  4965| 0.016561 |SLS |18.5g|  0.000|25|0|45|11|6|4|0
1040|WISEA J125926.62+275954.1|194.86094 |  27.99839 |G|  6668| 0.022242 |SLS |16.4g|  0.000|92|0|59|26|26|7|0
1041|WISEA J125926.85+272441.8|194.86183 |  27.41165 |G|  5548| 0.018507 |SLS |18.9g|  0.000|0|0|27|3|1|4|1
1042|COMAi J125926.945+275136.63|194.86230 |  27.86009 |G| 10036| 0.033477 |SLS |20.3r|  0.000|9|0|0|6|1|0|1
1043|SDSS J125927.22+275257.0|194.86340 |  27.88250 |G|  6745| 0.022500 |UUN |21.1g|  0.000|9|0|15|4|1|4|0
1044|WISEA J125927.30+274706.0|194.86375 |  27.78502 |G|  6580| 0.021950 |SLS |17.16|  0.000|43|0|58|17|11|6|1
1045|WISEA J125927.39+283227.1|194.86407 |  28.54082 |G|  8097| 0.027008 |SLS |19.10|  0.000|3|0|18|5|1|0|0
1046|SDSS J125927.65+281633.4|194.86524 |  28.27595 |G|  5696| 0.019000 |SUN |20.6g|  0.000|7|0|17|3|2|4|0
1047|SDSS J125927.68+280145.9|194.86541 |  28.02943 |G|  7815| 0.026068 |SLS |20.2g|  0.000|4|0|15|3|2|4|0
1048|WISEA J125927.80+271102.9|194.86584 |  27.18400 |G|  5741| 0.019151 |SLS |19.2g|  0.000|2|0|32|5|1|4|0
1049|SDSS J125927.98+280741.7|194.86665 |  28.12828 |G|  5511| 0.018384 |SLS?|19.87|  0.000|3|0|15|3|1|4|0
1050|WISEA J125928.28+282926.2|194.86761 |  28.49050 |G|  6919| 0.023079 |SLS |18.7g|  0.000|5|0|37|8|3|4|0
1051|WISEA J125928.47+280507.4|194.86863 |  28.08540 |G|  3719| 0.012406 |SLS |15.41|  0.000|46|0|58|15|10|6|0
1052|WISEA J125928.53+280108.9|194.86877 |  28.01927 |G|  5975| 0.019932 |SLS |19.0b|  0.000|23|0|28|11|6|0|0
1053|2MASX J12592868+2802258|194.86963 |  28.04054 |G|  5622| 0.018753 |SLS |16.3g|  0.000|72|2|42|26|27|7|0
1054|WISEA J125928.77+274334.1|194.86987 |  27.72617 |G|  4153| 0.013854 |SLS |19.49|  0.000|6|0|33|6|1|4|0
1055|WISEA J125929.28+274825.0|194.87195 |  27.80692 |G|  6911| 0.023053 |SLS |19.19|  0.000|11|0|23|6|3|0|0
1056|WISEA J125929.33+275632.0|194.87211 |  27.94239 |G|  5597| 0.018670 |SLS |19.2g|  0.000|15|0|48|10|6|4|0
1057|IC 3976|194.87248 |  27.85019 |G|  6788| 0.022642 |SLS |15.3g|  0.000|151|1|77|45|42|9|2
1058|COMAi J125929.594+280022.94|194.87333 |  28.00637 |G| 17237| 0.057497 |SLS |19.45|  0.000|2|0|0|2|1|0|1
1059|WISEA J125929.92+274300.0|194.87450 |  27.71745 |G|  4928| 0.016438 |SLS |19.7g|  0.000|12|0|27|11|5|4|0
1060|NGC 4871|194.87485 |  27.95646 |G|  6795| 0.022666 |SLS |14.9g|  0.000|157|1|98|46|42|8|1
1061|WISEA J125930.10+274933.5|194.87536 |  27.82603 |G|  8804| 0.029366 |SLS |19.48|  0.000|10|0|23|5|3|0|0
1062|WISEA J125930.11+284200.5|194.87549 |  28.70015 |G|  7099| 0.023680 |SLS |17.8g|  0.000|29|0|68|24|15|10|0
1063|WISEA J125930.13+280732.2|194.87558 |  28.12552 |G|  7609| 0.025382 |SLS |20.53|  0.000|2|0|37|5|1|4|0
1064|WISEA J125930.26+280114.9|194.87609 |  28.02081 |G|  7117| 0.023740 |SLS |18.7g|  0.000|26|0|43|13|6|4|0
1065|SSTSL2 J125930.44+274932.2|194.87684 |  27.82562 |G|  8844| 0.029500 |SUN |18.9g|  0.000|1|0|10|2|1|0|0
1066|SDSS J125930.43+274450.7|194.87693 |  27.74733 |G|  7342| 0.024490 |SLS |20.3g|  0.000|14|0|16|13|4|4|0
1067|WISEA J125930.56+262607.1|194.87735 |  26.43531 |G|  6297| 0.021005 |SLS |19.45|  0.000|16|0|39|10|5|4|0
1068|GIN 760|194.87770 |  27.79142 |G|  7768| 0.025911 |SLS |16.5g|  0.000|91|1|55|27|29|6|0
1069|COMAi J125930.702+275925.76|194.87804 |  27.99056 |G|  7620| 0.025418 |UUN |23.2R|  0.000|4|0|4|2|2|0|1
1070|IC 3973|194.87843 |  27.88421 |G|  4710| 0.015710 |SLS |14.9g|  0.000|149|1|82|36|37|7|1
1071|COMAi J125930.828+280230.68|194.87849 |  28.04189 |G|  6441| 0.021486 |SLS |19.54|  0.000|10|0|10|6|4|0|4
1072|SDSS J125931.13+275717.6|194.87970 |  27.95493 |G|  7093| 0.023660 |SLS |18.0g|  0.000|26|0|9|11|8|0|2
1073|SDSS J125931.42+275431.4|194.88089 |  27.90871 |G|  7356| 0.024538 |SLS |21.1g|  0.000|4|0|15|3|1|4|0
1074|WISEA J125931.39+274258.7|194.88091 |  27.71615 |G|  8451| 0.028188 |SLS |19.3g|  0.000|5|0|27|4|1|4|0
1075|2MASX J12593141+2802478|194.88091 |  28.04665 |G|  6917| 0.023073 |SLS |15.4g|  0.000|83|2|45|24|25|7|0
1076|WISEA J125931.59+280601.8|194.88166 |  28.10053 |G|  7428| 0.024777 |SLS |18.22|  0.000|33|0|21|14|10|0|0
1077|COMAi J125931.729+275748.12|194.88226 |  27.96344 |G|  8860| 0.029554 |UUN |21.7R|  0.000|5|0|1|2|1|0|0
1078|WISEA J125931.89+275140.7|194.88291 |  27.86131 |G|  4660| 0.015544 |SLS |18.0g|  0.000|47|0|42|19|13|0|2
1079|WISEA J125932.06+274313.4|194.88366 |  27.72044 |G|  7661| 0.025556 |SLS |18.89|  0.000|26|0|18|14|9|0|0
1080|WISEA J125932.03+275515.4|194.88374 |  27.92107 |G|  7003| 0.023360 |SLS |18.5g|  0.000|25|0|45|11|5|4|1
1081|COMAi J125932.496+275102.47|194.88548 |  27.85074 |G|  8184| 0.027300 |SLS |21.5g|  0.000|11|0|9|3|3|0|1
1082|SDSS J125932.77+275831.4|194.88646 |  27.97534 |G|  7435| 0.024800 |SLS |23.7g|  0.000|6|0|9|4|3|4|0
1083|WISEA J125932.79+285024.5|194.88661 |  28.84017 |G| 17104| 0.057052 |SLS |20.22|  0.000|1|0|20|5|1|0|0
1084|NGC 4873|194.88666 |  27.98362 |G|  5824| 0.019427 |SLS |15.1g|  0.000|162|1|101|36|35|11|0
1085|SDSS J125933.23+280152.6|194.88848 |  28.03127 |G|  7105| 0.023700 |UUN |19.7g|  0.000|10|0|26|6|2|4|0
1086|WISEA J125933.26+280151.9|194.88852 |  28.03129 |G|  7105| 0.023700 |UUN |18.49|  0.000|1|0|12|3|1|0|0
1087|COMAi J125933.270+275715.50|194.88863 |  27.95431 |GTrpl|  7075| 0.023600 |UUN |26.84|  0.000|2|0|0|1|1|0|10
1088|SDSS J125933.65+275423.4|194.89022 |  27.90653 |G|  7075| 0.023600 |UUN |22.9g|  0.000|2|0|8|1|1|4|2
1089|MaNGA 08953-12702|194.89070 |  27.96562 |G|  7212| 0.024057 |SLS |     |  0.000|1|0|0|1|1|0|0
1090|WISEA J125933.78+274811.5|194.89081 |  27.80311 |G|  6265| 0.020899 |SLS |19.24|  0.000|6|0|25|5|1|0|0
1091|NGC 4872|194.89183 |  27.94694 |G|  7180| 0.023950 |SLS |15.2g|  0.000|182|3|55|28|35|8|1
1092|COMAi J125934.046+280006.94|194.89195 |  28.00206 |G|  8977| 0.029944 |UUN |23.3R|  0.000|4|0|4|2|2|0|1
1093|[ANM98] +1.66+1.02|194.89278 |  27.90734 |G|  6805| 0.022700 |SUN |21.30|  0.000|2|0|0|1|1|0|4
1094|WISEA J125934.31+281637.7|194.89303 |  28.27710 |G|  6138| 0.020474 |SLS |18.9g|  0.000|4|0|27|4|1|4|0
1095|SDSS J125934.39+275942.9|194.89316 |  27.99539 |G|  5225| 0.017429 |UUN |21.2g|  0.000|10|0|16|4|2|4|1
1096|WISEA J125934.77+283214.3|194.89494 |  28.53730 |G|  5914| 0.019726 |SLS |19.07|  0.000|3|0|33|6|1|4|0
1097|WISEA J125935.05+273828.7|194.89606 |  27.64147 |G|  8492| 0.028325 |SLS |19.74|  0.000|7|0|29|5|3|4|0
1098|WISEA J125935.18+275605.1|194.89659 |  27.93474 |G|  4515| 0.015062 |SLS |18.6g|  0.000|22|0|38|11|6|4|0
1099|ABELL 1656:[GMP83] 3336|194.89665 |  27.90562 |G|  6954| 0.023196 |UUN |18.47|  0.000|9|0|0|2|2|0|1
1100|COMAi J125935.227+275850.13|194.89685 |  27.98067 |G|  7355| 0.024534 |UUN |22.2R|  0.000|4|0|1|1|1|0|0
1101|WISEA J125935.28+275149.1|194.89701 |  27.86364 |G|  6293| 0.020990 |SLS |17.1g|  0.000|76|0|56|31|24|6|0
1102|WISEA J125935.50+284603.7|194.89787 |  28.76733 |G| 10404| 0.034703 |SLS |20.29|  0.000|3|0|35|7|2|4|0
1103|SDSS J125935.50+275421.6|194.89795 |  27.90601 |G|  7036| 0.023468 |SLS |18.5g|  0.000|0|0|23|3|1|4|3
1104|COMAi J125935.590+275734.63|194.89833 |  27.95972 |G|  7195| 0.024000 |UUN |24.49|  0.000|2|0|0|2|1|0|0
1105|WISEA J125935.62+273542.8|194.89851 |  27.59531 |G|  8309| 0.027717 |SLS?|20.27|  0.000|4|0|12|4|1|0|0
1106|KUG 1257+288A|194.89872 |  28.55130 |G|  7599| 0.025349 |SLS |15.8g|  0.000|49|0|73|24|16|10|0
1107|NGC 4874|194.89883 |  27.95926 |G|  7167| 0.023907 |SLS |12.7b|  0.000|683|17|131|75|70|11|6
1108|SDSS J125935.91+275624.1|194.89972 |  27.94015 |G|  5645| 0.018829 |SLS |20.9g|  0.000|5|0|17|4|1|4|0
1109|WISEA J125935.96+274814.5|194.89983 |  27.80416 |G|  6470| 0.021580 |SLS |19.09|  0.000|11|0|40|6|3|4|0
1110|SDSS J125935.96+275422.0|194.89987 |  27.90612 |G|  8952| 0.029860 |SLS |18.7g|  0.000|12|0|28|6|5|4|2
1111|SDSS J125936.03+275805.1|194.90015 |  27.96810 |G|  6929| 0.023113 |UUN |23.7g|  0.000|6|0|11|2|2|4|3
1112|WISEA J125936.14+291619.4|194.90032 |  29.27206 |G|  8222| 0.027425 |SLS |19.74|  0.000|4|0|35|6|2|4|0
1113|SDSS J125936.19+280111.8|194.90079 |  28.02008 |G|  7578| 0.025277 |UUN |23.1g|  0.000|7|0|9|3|2|3|1
1114|SDSS J125936.59+273140.2|194.90237 |  27.52789 |G|  8293| 0.027663 |SLS?|21.0g|  0.000|0|0|15|2|1|4|0
1115|WISEA J125936.96+274932.8|194.90403 |  27.82579 |G|  6255| 0.020864 |SLS |17.0g|  0.000|59|0|70|28|18|6|0
1116|WISEA J125937.01+280107.0|194.90424 |  28.01861 |G|  7236| 0.024136 |SLS |18.3g|  0.000|31|0|59|15|8|4|0
1117|2MASS J12593720+2758203|194.90492 |  27.97217 |G|  7522| 0.025091 |UUN |18.98|  0.000|17|0|32|11|5|4|0
1118|WISEA J125937.20+275213.5|194.90508 |  27.87052 |G|  6351| 0.021185 |SLS |17.90|  0.000|22|0|28|8|5|0|0
1119|SDSS J125937.24+274815.0|194.90513 |  27.80424 |G|  7305| 0.024367 |SLS |20.5r|  0.000|7|0|15|6|1|4|0
1120|WISEA J125937.34+272009.7|194.90561 |  27.33603 |G|  6972| 0.023256 |SLS |15.94|  0.000|37|0|51|25|15|6|0
1121|WISEA J125937.49+280958.0|194.90623 |  28.16613 |G|  5720| 0.019080 |SLS |17.1g|  0.000|64|1|44|26|25|6|1
1122|WISEA J125937.86+281341.0|194.90761 |  28.22811 |G|  6099| 0.020343 |SLS |19.02|  0.000|4|0|16|5|1|0|0
1123|WISEA J125937.83+274636.4|194.90765 |  27.77679 |G|  6802| 0.022690 |SLS |16.52|  0.000|49|0|60|20|15|6|0
1124|NGC 4875|194.90795 |  27.90731 |G|  8007| 0.026708 |SLS |15.4g|  0.000|130|2|77|32|35|7|0
1125|WISEA J125938.00+280003.4|194.90837 |  28.00097 |G|  4973| 0.016589 |SLS |17.4g|  0.000|60|0|56|20|11|4|1
1126|COMAi J125938.081+275656.49|194.90866 |  27.94910 |G|  6128| 0.020441 |UUN |21.7R|  0.000|5|0|1|2|1|0|1
1127|WISEA J125938.32+275913.9|194.90968 |  27.98721 |G|  6776| 0.022602 |UUN |16.4g|  0.000|85|0|60|24|21|7|0
1128|WISEA J125938.38+281214.4|194.90998 |  28.20387 |G|  5767| 0.019235 |SLS?|20.21|  0.000|4|0|27|4|1|4|0
1129|COMAi J125938.623+275658.69|194.91100 |  27.94969 |G|  6718| 0.022409 |UUN |21.3R|  0.000|5|0|3|1|1|0|1
1130|COMAi J125938.946+275733.19|194.91234 |  27.95928 |G|  6558| 0.021875 |UUN |22.6R|  0.000|4|0|4|2|2|0|4
1131|SDSS J125939.09+274557.5|194.91291 |  27.76599 |G|  7791| 0.025988 |UUN |20.5r|  0.000|5|0|15|4|1|4|0
1132|IC 3990|194.91295 |  28.89558 |G|  6129| 0.020443 |SLS |14.5g|  0.000|85|1|91|32|22|14|0
1133|SDSS J125939.15+280110.7|194.91317 |  28.01979 |G|  7589| 0.025314 |UUN |22.3g|  0.000|7|0|19|3|2|3|0
1134|SDSS J125939.22+275954.7|194.91343 |  27.99852 |*|  7051| 0.023521 |SLS |20.9g|  0.000|9|0|9|5|4|4|1
1135|SDSS J125939.28+265053.4|194.91375 |  26.84814 |G| 13586| 0.045318 |SLS |20.7g|  0.000|0|0|23|4|1|4|0
1136|WISEA J125939.26+273107.8|194.91391 |  27.51889 |G|  5883| 0.019622 |SLS |20.17|  0.000|1|0|27|4|1|4|0
1137|COMAi J125939.402+275840.08|194.91417 |  27.97779 |G|  8817| 0.029410 |SLS |21.6R|  0.000|7|0|6|4|3|0|3
1138|2MASS J12593950+2751170|194.91459 |  27.85445 |G|  9395| 0.031340 |SLS |18.66|  0.000|29|0|18|16|12|4|0
1139|WISEA J125939.66+275714.2|194.91526 |  27.95395 |G|  8029| 0.026782 |UUN |15.4 |  0.000|102|0|58|27|23|5|0
1140|IC 3991|194.91580 |  28.92659 |G|  6039| 0.020143 |SLS |14.8g|  0.000|60|0|69|24|19|12|0
1141|2CXO J125939.8+275716|194.91591 |  27.95462 |G|  7915| 0.026400 |SUN |16.4g|  0.000|5|0|13|5|1|4|0
1142|KUG 1257+278|194.91624 |  27.57620 |G|  5007| 0.016700 |SLS |16.1g|  0.000|70|1|37|28|26|6|0
1143|WISEA J125940.09+281045.7|194.91706 |  28.17937 |G|  5437| 0.018136 |SUN |18.0g|  0.000|12|0|29|4|2|4|1
1144|WISEA J125940.10+275117.7|194.91710 |  27.85494 |G|  3799| 0.012672 |SLS |16.5g|  0.000|74|1|63|27|27|6|1
1145|SDSS J125940.05+283801.7|194.91728 |  28.63365 |G|  5328| 0.017771 |SLS |17.9g|  0.000|0|0|15|2|1|4|0
1146|DESI J194.9172+28.6308|194.91728 |  28.63084 |G|  5345| 0.017829 |SLS |     |  0.000|1|0|0|2|2|0|0
1147|SSTSL2 J125940.19+275122.1|194.91736 |  27.85642 |G|  3803| 0.012687 |SUN |16.5g|  0.000|3|0|19|3|1|0|1
1148|WISEA J125940.28+275805.6|194.91784 |  27.96825 |G|  7576| 0.025271 |SLS |16.7g|  0.000|81|0|53|22|22|4|0
1149|COMAi J125940.409+275731.15|194.91829 |  27.95858 |G|  6867| 0.022906 |UUN |22.1R|  0.000|8|0|6|3|2|0|1
1150|KUG 1257+288B|194.91839 |  28.63219 |G|  5347| 0.017836 |SLS |15.7g|  0.000|99|1|105|27|16|12|0
1151|WISEA J125940.72+280839.7|194.91970 |  28.14437 |G|  7689| 0.025648 |SLS |18.75|  0.000|24|0|34|13|8|4|0
1152|SDSS J125940.92+274824.8|194.92047 |  27.80689 |G|  6491| 0.021651 |SLS |19.6g|  0.000|5|0|15|3|1|4|0
1153|SDSS J125941.20+275711.0|194.92167 |  27.95303 |G|  6955| 0.023200 |SLS |22.5g|  0.000|7|0|21|4|3|3|0
1154|SDSS J125941.29+273147.6|194.92206 |  27.53008 |G|  7023| 0.023426 |SUN |21.5g|  0.000|9|0|16|11|2|3|0
1155|2MASX J12594129+2830257|194.92212 |  28.50720 |G|  8238| 0.027480 |SLS |16.2g|  0.000|44|0|67|32|24|10|0
1156|2MASX J12594132+2739347|194.92219 |  27.65980 |G|  6772| 0.022590 |SLS |16.2g|  0.000|55|0|43|22|21|6|0
1157|WISEA J125941.27+275014.0|194.92225 |  27.83744 |G|  3238| 0.010800 |SUN |20.12|  0.000|10|0|29|8|5|4|0
1158|SDSS J125941.39+270231.6|194.92251 |  27.04205 |G| 10343| 0.034500 |SLS |21.4g|  0.000|0|0|15|2|1|4|0
1159|WISEA J125941.50+264341.6|194.92306 |  26.72825 |G|  6889| 0.022979 |SLS |19.04|  0.000|1|0|16|5|1|0|0
1160|SDSS J125941.69+275841.9|194.92372 |  27.97832 |*|  6982| 0.023290 |SLS |24.4g|  0.000|5|0|9|3|3|3|0
1161|SDSS J125941.89+275848.9|194.92450 |  27.98017 |G|  7366| 0.024570 |SLS |23.6g|  0.000|7|0|11|4|3|3|0
1162|WISEA J125941.87+274325.1|194.92460 |  27.72366 |G|  7956| 0.026540 |SLS |18.3g|  0.000|7|0|29|5|1|4|0
1163|SDSS J125942.12+275634.6|194.92538 |  27.94302 |G|  5619| 0.018743 |SLS?|19.53|  0.000|6|0|9|3|1|0|1
1164|WISEA J125942.25+275132.0|194.92606 |  27.85891 |G| 17378| 0.057967 |SLS |17.8g|  0.000|25|0|69|9|4|6|0
1165|SDSS J125942.27+280054.6|194.92621 |  28.01531 |G|  7934| 0.026465 |UUN |20.2r|  0.000|8|0|18|4|2|4|0
1166|CGCG 160-233|194.92627 |  27.92473 |G|  6906| 0.023036 |SLS |16.1g|  0.000|142|1|69|39|38|6|0
1167|SDSS J125942.36+280158.5|194.92655 |  28.03293 |G|  7797| 0.026008 |UUN |18.6g|  0.000|12|0|15|8|4|4|0
1168|SDSS J125942.52+280807.9|194.92722 |  28.13553 |G|  9243| 0.030832 |SLS |19.5g|  0.000|6|0|18|4|3|4|0
1169|SDSS J125942.65+274658.8|194.92771 |  27.78303 |G|  5418| 0.018073 |UUN |19.5r|  0.000|4|0|15|3|1|4|0
1170|WISEA J125942.77+280347.1|194.92843 |  28.06303 |G| 10930| 0.036460 |PUN |20.7g|  0.000|1|0|22|3|1|0|0
1171|SDSS J125942.92+275954.6|194.92888 |  27.99844 |G|  8497| 0.028343 |UUN |20.9g|  0.000|5|0|16|3|2|4|2
1172|COMAi J125943.054+275845.74|194.92937 |  27.97936 |G|  7346| 0.024504 |UUN |22.6R|  0.000|5|0|4|3|2|0|2
1173|SDSS J125943.36+275422.0|194.93069 |  27.90613 |G|  6440| 0.021481 |UUN |21.4g|  0.000|4|0|16|1|1|4|0
1174|SDSS J125943.53+275620.6|194.93141 |  27.93907 |G|  7135| 0.023800 |SUN |20.5g|  0.000|18|0|17|9|5|4|1
1175|GIN 786|194.93220 |  27.99468 |G|  6670| 0.022249 |SLS |15.9g|  0.000|130|1|61|37|38|5|1
1176|SDSS J125943.95+275802.0|194.93315 |  27.96724 |G|  7927| 0.026440 |SLS |22.7g|  0.000|6|0|16|3|2|4|0
1177|COMAi J125944.017+275615.31|194.93337 |  27.93763 |G|  7315| 0.024400 |SLS |21.5R|  0.000|6|0|1|3|2|0|0
1178|WISEA J125944.15+274435.4|194.93378 |  27.74305 |G|  7589| 0.025314 |SLS |20.39|  0.000|9|0|29|6|3|4|0
1179|SDSS J125944.10+274607.5|194.93390 |  27.76889 |G|  6109| 0.020377 |UUN |19.3r|  0.000|4|0|0|3|1|0|0
1180|WISEA J125944.15+281034.6|194.93396 |  28.17628 |G|  8307| 0.027709 |SLS |18.54|  0.000|30|0|45|15|9|4|0
1181|WISEA J125944.16+280046.9|194.93402 |  28.01305 |G|  7111| 0.023720 |UUN |19.4g|  0.000|18|0|36|8|4|4|0
1182|COMAi J125944.182+275730.39|194.93407 |  27.95839 |G|  6895| 0.023000 |SLS |     |  0.000|6|0|10|5|5|0|0
1183|2MASX J12594423+2757307|194.93417 |  27.95845 |G|  6905| 0.023033 |SLS |16.2g|  0.000|87|0|51|19|17|6|0
1184|WISEA J125944.21+275203.6|194.93423 |  27.86769 |G|  6238| 0.020808 |SLS |17.1g|  0.000|60|0|55|24|19|6|0
1185|COMAi J125944.217+275730.29|194.93425 |  27.95851 |G|  6895| 0.023000 |UUN |     |  0.000|2|0|0|1|2|0|0
1186|NGC 4876|194.93502 |  27.91245 |G|  6700| 0.022349 |SLS |15.1g|  0.000|197|3|83|37|40|10|0
1187|WISEA J125944.56+281523.0|194.93569 |  28.25654 |G|  7915| 0.026401 |SLS |18.5g|  0.000|21|0|14|10|7|0|0
1188|ABELL 1656:[EF2011] 7165|194.93620 |  27.73623 |G|  5966| 0.019900 |SUN |     |  0.000|1|0|0|1|1|0|0
1189|WISEA J125944.69+275323.1|194.93622 |  27.88978 |G|  6807| 0.022706 |SLS |18.35|  0.000|40|0|59|18|11|4|0
1190|SDSS J125944.76+275807.1|194.93657 |  27.96865 |G|  9870| 0.032923 |UUN |21.1g|  0.000|11|0|16|6|3|4|0
1191|WISEA J125944.87+265716.7|194.93697 |  26.95466 |G| 10270| 0.034258 |SLS |17.4g|  0.000|19|0|57|12|8|6|0
1192|SDSS J125944.92+275854.2|194.93713 |  27.98170 |G|  7250| 0.024183 |UUN |23.0g|  0.000|8|0|11|4|3|4|4
1193|WISEA J125944.92+274549.1|194.93721 |  27.76351 |G|  8032| 0.026793 |SLS |19.89|  0.000|9|0|29|5|3|4|0
1194|WISEA J125945.09+282737.3|194.93796 |  28.46022 |G|  8440| 0.028154 |SLS |19.03|  0.000|3|0|22|7|1|0|0
1195|WISEA J125945.69+273642.2|194.94017 |  27.61184 |G|  6889| 0.022979 |SLS |20.76|  0.000|3|0|27|4|1|4|0
1196|SDSS J125945.70+282514.4|194.94038 |  28.42063 |G|  5954| 0.019860 |SLS |20.06|  0.000|3|0|19|5|2|4|0
1197|ABELL 1656:[EF2011] 5062|194.94049 |  28.25616 |G| 10388| 0.034650 |PUN |22.7g|  0.000|1|0|0|1|1|0|0
1198|CGCG 160-235|194.94230 |  27.85705 |G|  8091| 0.026989 |SLS |15.6g|  0.000|96|0|70|32|31|7|0
1199|WISEA J125946.17+274824.3|194.94249 |  27.80697 |G|  8377| 0.027944 |SLS |19.33|  0.000|7|0|27|4|2|4|1
1200|WISEA J125946.31+274446.2|194.94286 |  27.74621 |G|  9715| 0.032406 |SLS |17.7g|  0.000|34|0|33|14|11|0|0
1201|WISEA J125946.71+280000.4|194.94468 |  28.00012 |G|  6195| 0.020665 |SLS |18.8g|  0.000|12|0|38|7|1|4|0
1202|IC 3998|194.94491 |  27.97386 |G|  9419| 0.031420 |SLS |15.4g|  0.000|137|1|74|32|30|7|1
1203|WISEA J125946.94+275930.7|194.94560 |  27.99189 |G|  8292| 0.027659 |UUN |18.3g|  0.000|48|0|49|22|12|4|2
1204|WISEA J125947.14+274237.0|194.94644 |  27.71030 |G|  8389| 0.027983 |SLS |14.6g|  0.000|7|0|27|5|4|4|0
1205|CGCG 160-079|194.94644 |  27.71031 |G|  8388| 0.027980 |SLS |14.6g|  0.000|98|0|28|28|27|4|0
1206|SDSS J125947.14+273619.9|194.94649 |  27.60554 |G|  7509| 0.025047 |SLS |19.65|  0.000|6|0|2|4|3|0|0
1207|WISEA J125947.20+274340.6|194.94665 |  27.72807 |G|  8299| 0.027681 |SLS |20.38|  0.000|4|0|30|5|1|4|0
